Age,Gender,Tenure/Duration/Ageing,Qualification,Current Occupation/Job,Agency Type,Interim Number of Policies issued,Number of policies rated up,First Years Premium,Renewal Premium,Commission Clawback, Product Type=Risk,Avg TAT for Risk Product, Product Type=Investment,Avg TAT for Investment Product, Product Type=Annuity,Avg TAT for Annuity Product,Renewal commission,Deviation from target policies,Training & DevelopmentRandom NumberMe,Agency Portal usage,Unit Manager,Quotes requested,Agency survery-Satisfaction,No Policy Cancellation-FLC ,Number of Compliants received,Number of Claims Declined,Hit Ratio,Number of policies declined,Label
57,1,38,Graduate,Consultant,Independent,190,6,92084,90964,0,63,7,53,3,74,1,6823,66,1,High,BrandiSharlene,536,5,2,5,1,4.856,3,2
50,1,15,Post Graduate,Doctor,Independent,547,0,92021,86823,0,54,11,51,3,59,0,6512,-474,1,High,DeandreAimee,165,2,2,0,0,1.723636364,1,1
45,1,26,Graduate,Architect,Independent,402,6,64668,92057,0,55,6,55,3,73,0,6905,-264,3,High,KeriLamont,330,7,0,0,0,0.362549801,0,1
48,2,11,Graduate,Doctor,Captive,373,0,57855,99337,0,112,6,123,2,138,2,7451,22,3,Low,HymanRory,423,5,4,5,0,0.702034884,3,2
31,1,7,Post Graduate,Teacher,Independent,500,0,99538,88395,0,50,10,51,0,70,2,6630,-330,3,Low,VickieMai,410,1,0,4,0,0.20332937,1,1
29,1,7,Graduate,Pilot,Captive,367,0,62592,96617,9694,39,6,45,2,52,2,7247,-206,3,High,DiegoJane,298,2,1,0,0,1.133333333,1,2
42,1,3,Graduate,Proffessor,Independent,287,0,97653,75519,6455,40,9,45,3,57,1,5664,-57,3,Medium,DiegoJane,142,1,1,3,0,0.689119171,1,2
27,1,7,Graduate,Driver,Captive,377,12,81721,76136,0,109,6,117,1,151,2,5711,-37,2,Low,ClaudioSherwood,460,7,4,0,1,1.168765743,3,1
39,1,20,Graduate,Doctor,Independent,510,7,90427,85997,6990,65,7,77,2,91,2,6450,-323,4,High,PollyGene,233,2,2,2,0,1.143820225,0,1
26,1,7,Graduate,Pensioner,Captive,285,0,81130,92563,7110,83,9,88,4,114,2,6943,54,5,High,KeriLamont,565,2,0,4,0,0.334085779,0,2
60,2,12,Graduate,Driver,Independent,386,0,82096,80019,0,93,11,93,4,96,1,6002,-41,1,Low,MavisJanelle,484,4,0,0,1,0.480941704,0,2
43,1,11,Post Graduate,Proffessor,Independent,436,0,75976,76778,6930,88,10,101,0,126,1,5759,-185,3,Low,ChandraDante,315,1,0,2,2,2.75,2,1
47,1,25,Post Graduate,Proffessor,Captive,136,5,84642,94400,0,42,7,42,0,52,2,7080,76,1,Low,MarcAlec,540,1,0,0,0,3.361111111,0,2
35,1,1,Post Graduate,Architect,Captive,434,10,95116,80202,0,102,9,102,3,105,0,6016,-60,4,High,DeandreAimee,308,6,3,0,0,1.197674419,0,2
55,1,30,Graduate,Doctor,Captive,135,0,93811,96085,6531,41,7,39,2,55,0,7207,-61,6,Medium,BillyJerry,552,8,0,3,0,0.776162791,0,1
49,1,18,Graduate,Architect,Independent,478,0,71760,86022,6261,120,7,113,3,143,0,6452,-21,5,Low,MagdalenaCarmen,376,10,0,0,2,0.62147651,2,2
24,1,5,Post Graduate,Pilot,Captive,208,6,62803,76694,9718,51,10,58,4,73,2,5753,31,4,Medium,BusterNadia,395,7,0,1,0,1.391982183,0,2
28,1,3,Post Graduate,Proffessor,Independent,198,5,82547,96478,0,51,9,45,2,64,0,7236,-124,5,Medium,TracieSasha,615,10,0,1,1,0.293900185,1,1
45,1,22,Graduate,Doctor,Captive,568,4,59462,81199,5262,36,8,41,1,52,2,6090,-408,5,High,DwightNeva,362,1,0,4,0,0.732421875,1,2
40,2,21,Graduate,Driver,Captive,484,0,70294,76449,5819,95,6,86,2,106,1,5734,-235,6,Low,DebraCollin,287,9,0,0,0,3.315789474,2,1
48,1,12,Graduate,Architect,Captive,152,0,74691,81322,0,49,7,50,4,53,1,6100,-71,6,Medium,MayraAbram,225,1,0,5,1,0.579844961,2,1
24,1,5,Graduate,Engineer,Independent,225,0,85296,88631,0,39,7,43,4,57,0,6648,-11,6,High,AlphonsoTasha,291,3,0,1,0,1.004878049,0,2
50,1,2,Post Graduate,Business,Captive,180,6,61722,92380,9652,52,7,54,3,74,2,6929,-9,2,Medium,MarionPablo,188,7,2,0,1,1.787878788,1,1
38,2,6,Post Graduate,Proffessor,Captive,318,0,76742,93530,0,66,7,70,2,91,0,7015,-58,1,Medium,MontyBuddy,385,8,0,0,0,0.479915433,2,2
28,1,6,Graduate,Doctor,Independent,132,4,55224,78873,6620,38,6,40,1,54,1,5916,-22,3,Low,DwightNeva,537,7,0,1,1,0.821311475,0,1
37,1,14,Post Graduate,Software Developer,Captive,287,5,58024,81187,6504,45,11,50,2,66,0,6090,-154,2,Medium,TwilaBradley,511,7,0,0,0,1.267716535,1,1
34,2,12,Graduate,Driver,Independent,589,8,97891,85266,5775,73,7,75,3,103,0,6395,-279,2,Low,ClaudioSherwood,284,7,3,5,1,0.96484375,2,2
38,1,2,Graduate,Doctor,Independent,630,8,59614,96741,0,87,10,85,4,93,2,7256,-273,4,High,LouellaJosue,576,9,0,0,1,0.546391753,2,2
41,1,20,Post Graduate,Proffessor,Captive,228,5,64419,95284,8111,45,10,50,1,66,2,7147,-6,3,High,MayraAbram,539,1,2,3,2,0.35,1,2
56,1,17,Graduate,Software Developer,Independent,327,6,84338,86845,0,52,9,50,4,65,2,6514,-176,2,Medium,LorenzoJohanna,436,3,0,1,0,1.818181818,0,1
50,1,26,Graduate,Architect,Independent,428,13,61489,86057,9325,124,6,133,1,171,0,6455,50,1,Medium,AhmedMisty,649,6,4,0,4,2.809248555,3,2
46,1,8,Post Graduate,Teacher,Captive,398,10,86810,89055,0,102,8,96,1,111,1,6680,-50,4,Low,BusterNadia,309,4,0,5,2,0.610619469,2,2
30,2,6,Graduate,Driver,Captive,542,9,60888,98031,8211,83,10,89,1,97,2,7353,-223,4,Low,AlphonsoTasha,300,10,3,0,0,0.361073826,2,2
27,1,6,Post Graduate,Software Developer,Captive,595,5,55781,85229,0,51,9,46,2,67,1,6393,-365,5,Medium,AlphonsoTasha,642,3,2,3,2,1.344262295,1,2
55,2,11,Graduate,Teacher,Independent,329,0,87765,89791,0,68,9,64,4,81,2,6735,-67,4,Medium,WilburErnestine,501,4,0,0,1,0.47032967,0,2
25,1,5,Post Graduate,Pilot,Independent,646,11,64649,76852,7276,97,7,94,4,144,1,5764,-398,5,High,BillyJerry,421,9,3,0,0,0.507779349,2,1
55,1,15,Post Graduate,Pilot,Independent,168,6,73083,87205,6993,47,6,55,3,66,2,6541,-53,3,Low,WilburErnestine,320,8,0,3,1,0.700606061,2,1
39,1,0,Graduate,Architect,Captive,493,5,58546,79373,0,51,6,48,2,56,1,5953,-396,2,Low,TwilaBradley,300,5,2,0,1,0.183529412,0,1
48,2,7,Graduate,Driver,Captive,616,0,78863,94105,9168,135,7,135,2,152,1,7058,-160,2,High,PollyGene,423,6,0,5,1,1.887195122,3,2
38,1,1,Post Graduate,Proffessor,Independent,637,0,98839,76036,0,124,7,116,2,147,2,5703,-167,5,High,DomenicHerman,387,9,4,0,1,1.603174603,0,2
48,2,13,Graduate,Teacher,Independent,473,0,62816,88953,0,74,8,65,3,86,0,6672,-164,2,Low,DarrylErnie,255,7,0,0,0,0.310773481,2,2
54,1,2,Graduate,Driver,Independent,443,0,87651,97226,5882,83,10,98,1,116,2,7292,-48,2,Medium,MyronPhil,576,5,0,3,2,1.207317073,0,2
41,1,18,Post Graduate,Driver,Independent,485,0,86536,88431,9314,53,6,50,0,58,1,6633,-252,2,Medium,DavidLuella,161,7,0,0,1,0.501760563,0,2
48,1,22,Graduate,Consultant,Independent,354,0,74817,98928,0,47,9,49,1,67,2,7420,-106,5,High,DarrylErnie,245,2,0,0,1,0.230878187,0,2
41,1,20,Post Graduate,Driver,Captive,313,0,68020,81540,6523,43,7,50,0,59,0,6116,-184,4,Low,JacquelynLonny,152,4,0,5,0,0.598662207,0,1
42,1,18,Post Graduate,Engineer,Captive,279,9,60065,84382,5105,92,7,81,4,106,0,6329,-38,5,High,TracieSasha,648,7,3,0,0,0.580229226,0,1
55,2,18,Post Graduate,Architect,Captive,182,0,90001,84587,0,56,11,53,2,73,2,6345,-67,4,Medium,DebraCollin,452,3,0,2,0,0.323927765,2,1
32,1,10,Graduate,Proffessor,Captive,489,10,60069,78025,0,100,8,85,1,118,1,5852,-264,2,Low,MavisJanelle,302,6,0,4,0,0.98019802,0,1
42,1,6,Post Graduate,Teacher,Independent,510,0,77316,97326,8924,69,10,62,3,91,2,7300,-220,4,Low,PollyGene,336,1,0,5,0,1.372881356,0,2
29,1,8,Graduate,Consultant,Independent,190,6,68796,79255,9565,55,8,53,1,82,2,5945,23,6,High,MarcAlec,448,9,0,5,0,1.242063492,2,2
59,1,2,Graduate,Business,Independent,559,4,74065,79690,5058,41,8,37,4,50,0,5977,-497,4,Low,DebraCollin,583,5,0,5,1,0.973070018,1,1
42,1,18,Graduate,Consultant,Captive,230,0,79882,89135,7620,76,11,64,2,90,2,6686,-53,3,High,ChandraDante,254,7,0,0,3,1.742946708,2,1
22,2,3,Graduate,Teacher,Independent,466,8,94627,81088,7241,86,7,78,3,96,1,6082,-306,5,High,DwightNeva,544,7,0,0,0,3.099415205,2,1
50,1,12,Post Graduate,Architect,Independent,646,4,94175,94482,6995,37,10,41,1,46,0,7087,-502,4,Medium,MarcAlec,146,1,1,2,0,0.18321513,1,2
39,1,21,Post Graduate,Teacher,Captive,476,0,99180,97271,0,96,10,102,4,132,0,7296,-110,3,Medium,ClaudioSherwood,330,8,3,3,0,3.272251309,2,2
59,2,31,Post Graduate,Pilot,Captive,637,0,99967,75217,0,84,9,81,1,115,1,5642,-410,1,Medium,DwightNeva,395,4,0,4,0,2.284552846,0,1
21,1,0,Graduate,Proffessor,Captive,503,10,53791,85379,0,90,10,99,4,121,2,6404,-102,4,Medium,AhmedMisty,331,8,0,4,2,0.454177898,2,2
48,1,29,Post Graduate,Proffessor,Captive,428,0,51208,90927,0,111,7,108,4,118,0,6820,-152,2,Medium,DavidLuella,521,2,0,5,2,0.794661191,2,1
58,1,24,Graduate,Business,Independent,437,4,97490,87167,0,43,9,37,4,49,0,6538,-355,1,High,AlphonsoTasha,129,9,0,0,1,1.621019108,0,1
44,1,3,Graduate,Driver,Independent,240,0,50164,98575,5756,72,8,70,1,98,2,7394,-23,1,High,LoreneIsiah,354,7,0,2,0,0.448529412,2,1
54,1,16,Graduate,Software Developer,Independent,232,0,61808,75795,0,77,10,70,4,86,0,5685,95,4,Low,DwightNeva,417,9,0,0,1,0.385083714,2,2
46,1,13,Post Graduate,Pensioner,Independent,648,0,87081,98457,9580,52,6,58,4,76,0,7385,-389,6,High,HymanRory,305,10,2,0,1,0.756097561,1,2
58,2,30,Graduate,Doctor,Captive,628,0,84463,80826,0,96,6,87,1,127,1,6062,-231,3,Medium,KristopherRolando,309,4,0,3,1,0.731421121,2,2
29,1,11,Graduate,Pensioner,Independent,467,0,75168,89146,6374,38,8,42,4,51,1,6686,-414,2,Medium,JannaArden,478,2,0,0,0,0.595454545,0,1
20,1,2,Post Graduate,Teacher,Independent,282,0,95614,80041,5591,65,11,59,4,79,2,6004,-92,1,High,AmyShaun,203,9,2,3,0,3.206349206,2,1
32,1,13,Graduate,Business,Independent,287,6,68863,97596,0,54,11,56,0,76,2,7320,-32,5,Medium,DwightNeva,185,2,2,2,1,2.029166667,1,2
36,1,12,Post Graduate,Architect,Captive,590,12,61100,91186,0,112,10,108,0,153,0,6839,-268,5,High,HymanRory,394,9,0,1,0,0.44470868,0,1
25,1,3,Post Graduate,Pilot,Independent,473,4,69348,75582,0,38,10,37,1,57,2,5669,-416,2,High,MayraAbram,300,10,0,2,0,0.444759207,0,1
24,1,2,Graduate,Software Developer,Captive,167,0,51212,82749,0,47,8,53,1,67,2,6207,-64,4,High,VickieMai,495,6,0,3,0,0.658249158,1,1
47,2,6,Post Graduate,Pilot,Independent,195,0,98157,75284,9654,59,11,59,4,78,1,5647,-52,3,High,DebraCollin,337,10,0,1,2,1.581300813,0,1
31,1,4,Post Graduate,Business,Captive,598,6,71764,85641,0,53,10,61,3,76,2,6424,-379,5,High,JudyAlden,453,3,0,0,0,0.345454545,0,2
57,1,16,Post Graduate,Engineer,Independent,183,0,91701,96874,0,60,11,51,0,71,0,7266,-58,4,Low,KimberlyCasandra,522,9,0,5,0,4.484375,0,1
31,1,8,Post Graduate,Doctor,Captive,210,0,94075,81862,0,65,10,69,3,76,1,6140,-42,5,Low,AdrienneElliott,232,8,2,0,0,2.646511628,0,1
46,1,10,Graduate,Teacher,Captive,597,4,81938,81378,7656,38,7,42,4,47,2,6104,-520,3,Medium,LorenzoJohanna,318,7,0,0,0,0.261410788,0,1
43,1,21,Graduate,Doctor,Independent,517,10,51606,93619,0,100,6,100,4,133,2,7022,-281,6,Low,JohnathanLydia,333,8,0,0,0,0.966611018,2,1
51,1,1,Graduate,Doctor,Captive,441,0,99630,87896,0,49,6,50,3,53,0,6593,-210,2,High,MyronPhil,503,1,2,2,1,0.774,1,2
54,1,16,Graduate,Pilot,Captive,591,7,52676,91403,0,61,11,61,4,89,2,6856,-404,3,High,RobertoJeremy,212,6,2,0,0,0.9734375,2,1
31,1,12,Graduate,Pilot,Independent,557,0,58016,92287,7761,148,6,144,1,171,1,6922,-95,2,High,DomenicHerman,463,10,0,1,0,4.164285714,3,1
20,1,1,Post Graduate,Architect,Captive,195,0,82317,86244,0,59,10,62,1,74,0,6469,44,4,High,AmyShaun,281,10,0,0,0,0.967897271,2,2
43,2,21,Post Graduate,Driver,Captive,632,7,71398,90170,8183,76,6,67,2,88,0,6763,-446,6,Low,MyronPhil,327,5,2,0,1,0.357585139,2,1
51,1,15,Post Graduate,Consultant,Captive,395,0,57916,96645,0,61,9,57,0,85,1,7249,-156,1,Medium,DwightNeva,203,8,0,3,1,0.344665885,0,2
50,1,28,Post Graduate,Pilot,Captive,167,0,96864,96218,0,47,7,52,1,68,0,7217,62,6,Medium,ClaudioSherwood,579,10,0,4,0,0.458498024,2,2
30,1,7,Graduate,Teacher,Captive,616,0,94077,83648,7284,132,8,124,2,157,2,6274,-147,4,High,SpencerJarod,413,1,0,0,1,3.101010101,3,2
28,1,5,Graduate,Software Developer,Independent,634,9,83511,76628,0,82,6,94,3,108,2,5748,-300,5,Medium,DiegoJane,284,9,0,0,0,1.390361446,0,2
24,1,2,Post Graduate,Engineer,Independent,182,6,95089,96674,0,51,8,51,0,80,1,7251,25,6,Low,LoreneIsiah,218,5,2,2,0,1.048780488,0,2
30,1,6,Post Graduate,Engineer,Independent,383,6,99522,91405,0,52,11,56,4,66,2,6856,-185,3,Low,MagdalenaCarmen,174,2,0,2,0,1.324519231,0,2
30,1,0,Graduate,Proffessor,Captive,421,5,85840,77774,0,44,11,47,2,66,0,5834,-233,1,Medium,MiaMarissa,372,3,2,4,0,0.299810247,1,2
23,1,2,Graduate,Pilot,Independent,451,12,50098,77033,0,117,9,110,1,151,1,5778,-117,4,High,MagdalenaCarmen,606,10,0,0,0,1.246943765,2,1
20,2,2,Graduate,Architect,Captive,350,0,76152,76964,0,59,10,59,1,86,0,5773,-51,3,Medium,SpencerJarod,362,8,0,0,0,1.289719626,2,2
58,1,6,Graduate,Architect,Captive,276,0,91600,85148,0,77,9,88,3,110,2,6387,98,2,High,AlphonsoTasha,362,10,0,3,1,1.667546174,2,2
28,1,9,Post Graduate,Proffessor,Captive,397,8,76092,85762,7257,83,9,75,2,101,2,6433,-98,6,High,TwilaBradley,350,3,0,3,3,0.973782772,2,2
33,1,10,Post Graduate,Teacher,Captive,615,12,74571,94147,0,107,7,104,1,159,2,7062,-277,4,Low,LorenzoJohanna,396,8,0,0,0,0.730357143,0,1
50,2,20,Post Graduate,Consultant,Independent,407,0,73865,82306,6514,56,9,50,4,74,1,6173,-139,2,High,LorenzoJohanna,402,5,0,0,1,1.972125436,0,2
40,1,18,Graduate,Teacher,Independent,132,4,84910,89166,9494,37,10,38,1,57,2,6688,-29,4,Low,JohnathanLydia,398,6,0,0,0,2.639097744,2,1
43,2,20,Post Graduate,Doctor,Captive,414,0,59589,84215,0,71,11,67,4,100,2,6317,-202,6,Low,AhmedMisty,314,2,0,0,2,0.268018018,2,1
54,1,17,Graduate,Proffessor,Independent,517,0,78809,81772,0,66,6,62,3,72,1,6133,-225,3,Medium,PabloChelsea,200,1,0,0,1,3.385416667,1,2
26,1,8,Graduate,Proffessor,Captive,186,0,75910,94456,8912,60,9,52,0,74,2,7085,-3,6,High,WilburErnestine,278,3,0,0,1,0.51901566,2,1
22,2,0,Graduate,Consultant,Independent,612,10,81658,90183,0,102,10,87,1,121,1,6764,-392,6,High,MyronPhil,379,3,0,3,1,0.412782956,2,1
31,1,1,Post Graduate,Business,Independent,125,0,63883,85755,0,41,9,36,1,48,0,6432,-8,6,High,DorisTristan,561,6,1,0,0,1.254310345,2,1
29,1,9,Post Graduate,Teacher,Independent,232,0,72680,81966,7122,65,9,77,1,90,2,6148,100,3,Medium,HarveyMelisa,586,6,0,3,2,0.689719626,0,2
20,1,1,Post Graduate,Proffessor,Independent,212,0,86971,97542,8753,48,11,55,2,68,1,7316,-47,4,Low,DwightNeva,558,2,0,5,0,0.428571429,0,1
42,2,20,Graduate,Doctor,Independent,368,0,92707,86812,0,95,7,98,3,145,0,6511,-33,6,Medium,JannaArden,338,10,0,0,2,1.122807018,0,1
58,1,18,Post Graduate,Doctor,Captive,332,0,72753,80890,5895,106,7,110,1,116,1,6067,-38,5,Low,TwilaBradley,360,2,0,0,0,2.23125,0,1
54,1,32,Graduate,Teacher,Independent,512,7,68736,92568,9961,68,10,59,4,78,2,6943,-343,2,Medium,BrandiSharlene,346,8,0,3,0,0.302096178,2,1
28,1,2,Graduate,Pensioner,Captive,400,0,60276,87308,8763,65,11,63,1,82,2,6549,-162,5,Medium,DeandreAimee,211,9,0,0,0,1.490654206,0,2
48,2,5,Graduate,Teacher,Independent,478,0,94367,97932,0,59,9,61,1,64,1,7345,-326,5,Medium,JacquelynLonny,584,9,2,0,0,0.666666667,1,1
40,2,2,Graduate,Proffessor,Captive,384,9,86503,83557,7755,79,8,85,2,119,0,6267,-81,2,Medium,MayraAbram,457,3,0,1,0,2.19379845,0,2
28,1,0,Post Graduate,Engineer,Independent,250,0,69916,95242,0,51,8,46,3,62,0,7144,-13,3,Medium,PabloChelsea,160,5,2,0,0,0.935034803,0,2
31,1,10,Post Graduate,Pensioner,Captive,329,0,70023,75306,6137,102,8,109,1,118,1,5648,31,3,Low,LorenzoJohanna,407,10,0,0,0,1.071428571,0,2
34,1,15,Post Graduate,Doctor,Independent,632,0,81497,86090,0,57,9,52,1,70,1,6457,-391,2,High,TracieSasha,179,8,0,0,0,1.87654321,1,2
58,1,38,Graduate,Doctor,Captive,240,0,67908,84926,0,70,10,77,4,94,0,6370,-38,6,High,JacquelynLonny,337,6,2,0,3,0.703470032,2,1
53,1,10,Post Graduate,Architect,Captive,572,7,57878,80144,0,63,9,65,1,97,2,6011,-292,2,Medium,PollyGene,225,2,0,0,2,1.086345382,2,2
45,1,21,Post Graduate,Proffessor,Captive,588,12,73088,86944,8388,115,6,115,3,153,1,6521,-180,3,Low,WilburErnestine,409,9,4,5,2,1.501567398,0,2
43,1,17,Graduate,Doctor,Captive,363,4,98272,92632,0,38,10,34,1,48,0,6948,-207,2,High,ChandraDante,120,8,0,5,0,0.316190476,0,2
56,2,32,Post Graduate,Proffessor,Independent,392,5,70616,77232,0,47,6,45,3,64,1,5793,-250,6,High,JudyAlden,156,10,2,0,0,0.670926518,0,1
58,1,29,Post Graduate,Architect,Independent,350,0,73645,90048,8314,69,8,69,2,78,2,6754,-154,6,Medium,JacquelynLonny,306,9,2,0,2,0.243820225,0,1
40,2,2,Post Graduate,Doctor,Independent,299,0,91953,85499,9491,48,9,50,3,68,0,6413,-77,1,Medium,HymanRory,225,4,0,0,1,2.127777778,1,2
22,1,3,Graduate,Business,Independent,524,4,72229,80032,6808,40,6,37,0,52,0,6003,-467,1,Medium,MiaMarissa,129,5,1,0,0,1.099236641,0,1
40,1,9,Graduate,Teacher,Captive,361,5,69970,93442,0,43,6,40,3,60,0,7009,-139,6,Medium,AhmedMisty,238,6,1,3,1,0.283730159,0,2
33,1,3,Graduate,Architect,Captive,474,5,54557,95616,5292,47,8,42,2,52,2,7172,-427,4,Medium,DwightNeva,141,4,1,0,1,1.153692615,1,1
26,1,1,Post Graduate,Pilot,Captive,596,4,80840,84471,0,36,10,34,1,50,2,6336,-539,5,High,PrinceWill,545,10,0,5,1,0.142011834,1,1
47,2,8,Post Graduate,Pensioner,Independent,462,0,57296,96968,0,65,7,72,3,88,1,7273,-214,1,Medium,DebraCollin,495,1,0,0,1,0.360576923,2,2
35,1,5,Graduate,Consultant,Captive,537,4,93530,91971,0,39,11,39,4,52,1,6898,-474,5,High,AlphonsoTasha,131,2,0,1,0,0.77480916,1,1
43,1,13,Graduate,Software Developer,Captive,403,5,80579,76829,7650,48,8,45,2,57,0,5763,-200,4,Low,JannaArden,634,3,2,4,1,0.25210084,0,2
55,1,9,Post Graduate,Consultant,Independent,152,0,70593,96813,0,40,6,39,4,55,2,7261,7,5,Medium,WilburErnestine,329,8,0,0,0,0.237076649,0,2
35,1,14,Post Graduate,Proffessor,Independent,533,5,59530,81956,9794,49,9,48,2,67,2,6147,-420,1,Medium,LorenzoJohanna,630,10,2,2,0,0.875338753,1,1
36,1,1,Graduate,Software Developer,Independent,320,9,55945,80878,8400,75,9,78,1,115,2,6066,-70,5,Low,MavisJanelle,613,1,0,1,3,0.559498956,0,1
58,1,29,Post Graduate,Business,Captive,504,9,53077,87319,0,83,11,95,0,118,2,6549,-280,6,Medium,MiaMarissa,423,9,0,3,0,1.176470588,0,1
47,1,15,Post Graduate,Architect,Captive,209,0,55285,86299,0,61,11,69,2,79,2,6473,-88,5,High,MarcAlec,400,1,2,4,0,0.582733813,0,1
25,2,1,Graduate,Architect,Independent,551,10,82100,95054,0,99,6,102,1,128,2,7130,-311,1,Medium,DwightNeva,549,7,0,0,3,0.413836478,2,1
35,1,14,Graduate,Pensioner,Captive,178,6,79502,99269,7010,53,10,59,4,66,0,7446,76,4,High,JacquelynLonny,475,3,0,0,0,0.44351962,0,2
34,1,15,Graduate,Driver,Independent,163,5,58805,91906,7243,46,11,41,1,60,0,6893,-21,2,Low,DarrylErnie,269,4,0,0,1,0.893867925,0,1
56,1,10,Graduate,Business,Independent,232,0,80920,94051,0,56,11,62,0,82,0,7054,54,3,Medium,DavidLuella,591,4,0,5,0,1.522727273,2,2
26,1,1,Post Graduate,Architect,Independent,176,0,98680,85282,9598,48,7,47,3,56,1,6397,41,4,Low,PabloChelsea,150,2,0,0,0,0.791556728,1,2
38,1,3,Post Graduate,Consultant,Independent,304,0,60261,90614,0,91,10,88,4,125,0,6797,-81,5,Low,PabloChelsea,385,6,3,3,0,1.034313725,0,1
50,1,7,Post Graduate,Driver,Captive,461,0,61288,75436,5245,42,8,43,4,50,2,5658,-259,6,Low,JacquelynLonny,134,10,0,1,1,1.089171975,0,2
56,1,24,Graduate,Business,Captive,568,0,65356,93218,0,65,10,72,4,80,1,6992,-377,3,Low,PollyGene,217,2,0,0,1,0.971978984,2,1
57,2,5,Graduate,Pilot,Independent,303,10,65338,84115,0,85,11,94,3,124,1,6309,-63,6,High,KristopherRolando,363,7,3,5,0,0.85097493,2,1
44,1,17,Graduate,Pensioner,Independent,261,8,61678,95533,0,84,11,84,2,94,2,7165,42,4,Low,MontyBuddy,407,8,0,0,0,1.04048583,3,2
38,1,13,Graduate,Pilot,Captive,507,7,80886,91469,5666,70,6,77,4,86,0,6861,-227,3,Medium,AhmedMisty,392,4,0,4,0,0.67029549,0,2
48,1,12,Post Graduate,Consultant,Captive,128,0,82998,95248,0,40,7,41,2,47,1,7144,73,4,Medium,AhmedMisty,372,10,0,0,0,0.3671875,1,2
38,1,6,Post Graduate,Pilot,Independent,216,0,63426,77273,0,69,10,67,0,80,1,5796,-12,1,Medium,DavidLuella,496,4,2,0,3,0.591025641,2,1
54,1,15,Graduate,Engineer,Independent,273,0,50181,78355,5373,87,8,87,0,98,0,5877,49,6,Medium,MarcAlec,485,3,0,0,1,0.726932668,3,2
27,1,8,Post Graduate,Pensioner,Captive,154,0,81502,94157,0,43,11,48,1,63,0,7062,-4,4,High,DorisTristan,607,10,2,1,1,0.585662211,3,1
26,1,3,Graduate,Doctor,Independent,581,0,66204,98308,0,106,9,100,3,116,2,7374,-352,2,Medium,DarrylErnie,428,4,3,0,0,2.347593583,2,1
28,1,3,Graduate,Business,Independent,198,0,95309,79855,0,59,11,65,2,73,1,5990,89,5,Medium,MyronPhil,224,6,0,3,1,1.862903226,2,2
21,1,2,Post Graduate,Driver,Captive,131,4,91481,95223,0,37,10,39,2,55,0,7142,91,4,Medium,PabloChelsea,460,10,0,0,1,0.36970684,2,2
43,2,21,Post Graduate,Architect,Independent,308,7,57011,92005,7373,65,7,65,3,87,2,6901,-118,1,High,DomenicHerman,218,2,2,0,0,0.473011364,2,1
47,1,4,Graduate,Consultant,Independent,606,0,90346,93835,0,47,8,45,0,49,0,7038,-408,5,Low,AlphonsoTasha,141,3,0,0,0,0.370637786,0,2
36,2,1,Graduate,Engineer,Captive,496,6,60533,96659,0,58,11,56,1,73,2,7250,-329,5,Medium,DarrylErnie,583,6,0,0,0,0.970099668,0,1
55,2,7,Post Graduate,Architect,Independent,302,9,52745,97962,8498,77,11,88,2,110,2,7348,64,3,Medium,MiaMarissa,274,5,0,0,0,2.97,0,2
20,1,2,Post Graduate,Engineer,Captive,202,0,89670,84533,7705,57,11,63,1,83,0,6340,-22,1,Medium,LouellaJosue,457,5,2,3,1,3.850340136,0,1
48,1,9,Post Graduate,Pilot,Independent,570,7,65396,89064,5013,64,11,61,3,94,0,6680,-384,3,High,KimberlyCasandra,367,6,0,1,0,1.068292683,2,1
21,1,2,Graduate,Consultant,Independent,130,4,61242,85557,5414,38,11,40,0,52,1,6417,-26,6,High,LorenzoJohanna,569,10,0,4,0,0.934343434,0,1
21,1,3,Graduate,Driver,Independent,254,0,59598,93367,0,74,11,71,2,109,2,7003,-29,3,High,BrandiSharlene,589,8,3,4,3,0.656451613,0,1
55,1,13,Graduate,Driver,Captive,333,10,57705,75932,0,93,10,103,0,137,0,5695,-37,1,Medium,MayraAbram,415,4,0,4,0,0.945564516,2,1
46,1,26,Graduate,Doctor,Captive,129,4,54823,81886,8054,39,7,37,4,53,2,6142,-4,6,Medium,HarveyMelisa,167,10,0,0,0,0.181935484,0,1
21,1,0,Post Graduate,Architect,Independent,424,7,56293,95792,0,68,9,68,2,70,0,7185,-144,2,Low,RobertoJeremy,547,7,2,5,1,1.297468354,2,2
50,1,31,Graduate,Driver,Captive,427,0,53637,91061,0,93,6,82,2,108,1,6830,-69,2,High,HymanRory,524,10,0,5,0,0.602475928,0,2
24,2,6,Post Graduate,Pilot,Captive,249,7,74210,78075,9146,63,9,63,2,84,0,5856,-76,2,Low,DomenicHerman,210,1,0,0,1,2.312267658,0,1
27,1,8,Graduate,Proffessor,Independent,411,10,73789,88291,0,91,6,98,1,126,0,6622,-145,6,Medium,MarionPablo,315,8,0,5,0,1.171052632,2,1
25,1,6,Graduate,Software Developer,Independent,171,0,92813,98332,0,50,6,51,2,70,1,7375,37,5,Low,MarionPablo,300,3,0,0,0,1.342465753,2,2
58,1,29,Post Graduate,Consultant,Independent,207,7,87287,76712,7426,58,11,62,0,87,2,5754,-11,3,High,LoreneIsiah,639,1,2,0,1,0.73364486,2,1
